GeneID	Symbol	Description	log2(fold change)(Non-lesion-PsA vs lesion-PsA)	-log10(Pvalue)(Non-lesion-PsA vs lesion-PsA)
3224	HOXC8	homeobox C8	0.911	6.95
3221	HOXC4	homeobox C4	0.645	4.652
3222	HOXC5	homeobox C5	0.753	3.733
3223	HOXC6	homeobox C6	0.523	3.42
100240735	LOC100240735	uncharacterized LOC100240735	1.078	2.22
400043	LINC02381	long intergenic non-protein coding RNA 2381	0.94	6.902
105369776	SMUG1-AS1	SMUG1 antisense RNA 1	1.155	3.416
102724030	LOC102724030	uncharacterized LOC102724030	1.262	3.767
4778	NFE2	nuclear factor, erythroid 2	-0.815	1.636
3679	ITGA7	integrin subunit alpha 7	0.559	1.712
84324	SARNP	SAP domain containing ribonucleoprotein	-0.871	3.867
29095	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2	-0.757	2.817
440104	TMEM198B	transmembrane protein 198B (pseudogene)	0.592	2.547
84305	PYM1	PYM homolog 1, exon junction complex associated factor	-0.632	3.086
6490	PMEL	premelanosome protein	-1.073	2.872
105369780	LOC105369780		-0.843	3.091
5036	PA2G4	proliferation-associated 2G4	-0.731	5.629
140465	MYL6B	myosin light chain 6B	-0.579	1.635
4637	MYL6	myosin light chain 6	-0.799	2.346
79035	NABP2	nucleic acid binding protein 2	-0.766	4.184
1431	CS	citrate synthase	0.522	1.598
51561	IL23A	interleukin 23 subunit alpha	-2.062	9.217
6773	STAT2	signal transducer and activator of transcription 2	-0.579	2.189
8914	TIMELESS	timeless circadian regulator	-0.884	5.294
283377	SPRYD4	SPRY domain containing 4	-0.577	2.059
10728	PTGES3	prostaglandin E synthase 3	-0.68	2.736
5557	PRIM1	DNA primase subunit 1	-0.693	3.853
121214	SDR9C7	short chain dehydrogenase/reductase family 9C member 7	-1.928	9.671
8608	RDH16	retinol dehydrogenase 16	-2.388	15.132
4640	MYO1A	myosin IA	1.112	2.398
23306	NEMP1	nuclear envelope integral membrane protein 1	0.593	1.477
11247	NXPH4	neurexophilin 4	0.896	2.054
6472	SHMT2	serine hydroxymethyltransferase 2	-0.652	4.919
2735	GLI1	GLI family zinc finger 1	0.577	2.102
64333	ARHGAP9	Rho GTPase activating protein 9	-0.81	2.804
4141	MARS1	methionyl-tRNA synthetase 1	-0.705	11.12
2583	B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1	0.881	2.637
116986	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	-0.697	5.598
100130776	AGAP2-AS1	AGAP2 antisense RNA 1	-0.582	5.025
6302	TSPAN31	tetraspanin 31	-0.529	1.72
1019	CDK4	cyclin dependent kinase 4	-0.538	2.461
1594	CYP27B1	cytochrome P450 family 27 subfamily B member 1	-1.733	5.529
4234	METTL1	methyltransferase 1, tRNA methylguanosine	-0.952	15.115
10102	TSFM	Ts translation elongation factor, mitochondrial	-0.899	6.37
9194	SLC16A7	solute carrier family 16 member 7	1.072	5.775
338811	TAFA2	TAFA chemokine like family member 2	0.966	2.824
9958	USP15	ubiquitin specific peptidase 15	-0.906	9.016
102465133	MIR6125	microRNA 6125	-0.867	4.06
57522	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	0.913	5.251
115749	C12orf56	chromosome 12 open reading frame 56	-2.388	19.579
11260	XPOT	exportin for tRNA	-0.568	9.044
11197	WIF1	WNT inhibitory factor 1	2.833	6.838
253827	MSRB3	methionine sulfoxide reductase B3	0.801	5.741
84298	LLPH	LLP homolog, long-term synaptic facilitation factor	-0.727	4.467
11213	IRAK3	interleukin 1 receptor associated kinase 3	-0.505	2.358
55801	IL26	interleukin 26	-2.487	8.602
5908	RAP1B	RAP1B, member of RAS oncogene family	-0.668	1.933
4069	LYZ	lysozyme	-1.597	7.187
8089	YEATS4	YEATS domain containing 4	-0.885	3.614
10576	CCT2	chaperonin containing TCP1 subunit 2	-0.982	5.799
27345	KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4	1.215	7.648
7103	TSPAN8	tetraspanin 8	1.189	2.749
8549	LGR5	leucine rich repeat containing G protein-coupled receptor 5	0.849	1.697
55266	TMEM19	transmembrane protein 19	-0.683	2.395
29953	TRHDE	thyrotropin releasing hormone degrading enzyme	1.496	3.01
283392	TRHDE-AS1	TRHDE antisense RNA 1	1.315	1.36
84698	CAPS2	calcyphosine 2	0.723	2.802
144455	E2F7	E2F transcription factor 7	-1.414	7.773
89795	NAV3	neuron navigator 3	-0.783	3.35
6857	SYT1	synaptotagmin 1	1.101	2.748
283310	OTOGL	otogelin like	3.014	6.591
374462	PTPRQ	protein tyrosine phosphatase receptor type Q	1.785	1.402
79611	ACSS3	acyl-CoA synthetase short chain family member 3	1.359	4.869
29080	CCDC59	coiled-coil domain containing 59	-0.786	2.199
91298	C12orf29	chromosome 12 open reading frame 29	-1.138	4.855
490	ATP2B1	ATPase plasma membrane Ca2+ transporting 1	0.526	3.174
574016	CLLU1-AS1	CLLU1 antisense RNA 1	-3.061	10.8
7334	UBE2N	ubiquitin conjugating enzyme E2 N	-1.129	5.111
28977	MRPL42	mitochondrial ribosomal protein L42	-0.701	3.254
8738	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	-0.648	1.937
55967	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	-0.517	1.377
10988	METAP2	methionyl aminopeptidase 2	-0.561	2.477
84101	USP44	ubiquitin specific peptidase 44	0.993	4.077
59277	NTN4	netrin 4	0.801	9.367
6636	SNRPF	small nuclear ribonucleoprotein polypeptide F	-0.957	5.985
144193	AMDHD1	amidohydrolase domain containing 1	-1.088	3.44
3034	HAL	histidine ammonia-lyase	-2.802	12.473
100128191	TMPO-AS1	TMPO antisense RNA 1	-0.706	4.07
7112	TMPO	thymopoietin	-0.772	12.894
121457	IKBIP	IKBKB interacting protein	-0.527	1.925
4604	MYBPC1	myosin binding protein C1	1.491	2.748
56994	CHPT1	choline phosphotransferase 1	0.852	4.227
50511	SYCP3	synaptonemal complex protein 3	0.639	1.692
51019	WASHC3	WASH complex subunit 3	-0.56	2.168
79023	NUP37	nucleoporin 37	-0.954	5.054
55010	PARPBP	PARP1 binding protein	-1.679	8.739
5367	PMCH	pro-melanin concentrating hormone	-1.739	6.921
51559	NT5DC3	5'-nucleotidase domain containing 3	0.554	2.594
6996	TDG	thymine DNA glycosylase	-0.97	7.412
7296	TXNRD1	thioredoxin reductase 1	-0.808	7.311
50515	CHST11	carbohydrate sulfotransferase 11	-0.84	4.103
105369952	LOC105369952	uncharacterized LOC105369952	-0.613	1.41
387882	C12orf75	chromosome 12 open reading frame 75	-1.316	9.844
9891	NUAK1	NUAK family kinase 1	0.533	2.091
10970	CKAP4	cytoskeleton associated protein 4	-0.92	11.985
55703	POLR3B	RNA polymerase III subunit B	-0.507	3.176
121551	ABTB3	ankyrin repeat and BTB domain containing 3	-0.506	1.775
11137	PWP1	PWP1 homolog, endonuclein	-0.578	3.461
6404	SELPLG	selectin P ligand	-0.779	4.193
101929204	LOC101929204	uncharacterized LOC101929204	0.933	3.303
100131733	USP30-AS1	USP30 antisense RNA 1	-0.681	2.607
121642	ALKBH2	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase	-0.503	2.203
32	ACACB	acetyl-CoA carboxylase beta	1.204	3.123
283446	MYO1H	myosin IH	-1.193	5.045
4598	MVK	mevalonate kinase	0.674	1.423
59341	TRPV4	transient receptor potential cation channel subfamily V member 4	0.93	2.892
105369975	LOC105369975	uncharacterized LOC105369975	-0.685	2.2
51228	GLTP	glycolipid transfer protein	-1.63	13.191
10094	ARPC3	actin related protein 2/3 complex subunit 3	-0.971	4.723
51699	VPS29	VPS29 retromer complex component	-1.05	3.492
23316	CUX2	cut like homeobox 2	2.903	3.382
6311	ATXN2	ataxin 2	0.552	2.607
217	ALDH2	aldehyde dehydrogenase 2 family member	-0.527	2.708
89894	TMEM116	transmembrane protein 116	1.024	7.085
283450	HECTD4	HECT domain E3 ubiquitin protein ligase 4	0.728	2.157
4938	OAS1	2'-5'-oligoadenylate synthetase 1	-1.709	9.433
4940	OAS3	2'-5'-oligoadenylate synthetase 3	-2.108	13.134
4939	OAS2	2'-5'-oligoadenylate synthetase 2	-3	24.639
115811	IQCD	IQ motif containing D	1.023	3.415
53373	TPCN1	two pore segment channel 1	0.577	2.489
6926	TBX3	T-box transcription factor 3	0.516	1.527
105370004	LINC02463	long intergenic non-protein coding RNA 2463	1.467	1.963
23389	MED13L	mediator complex subunit 13L	0.508	1.555
100287569	LINC00173	long intergenic non-protein coding RNA 173	1.132	2.038
54997	TESC	tescalcin	0.773	2.187
4842	NOS1	nitric oxide synthase 1	0.626	1.63
5985	RFC5	replication factor C subunit 5	-0.574	5.491
54621	VSIG10	V-set and immunoglobulin domain containing 10	0.704	7.616
1337	COX6A1	cytochrome c oxidase subunit 6A1	-0.616	1.633
51499	TRIAP1	TP53 regulated inhibitor of apoptosis 1	-0.856	3.025
8683	SRSF9	serine and arginine rich splicing factor 9	-0.675	6.389
8655	DYNLL1	dynein light chain LC8-type 1	-1.007	3.95
100506668	NRAV	negative regulator of antiviral response	-0.779	4.096
51367	POP5	POP5 homolog, ribonuclease P/MRP subunit	-0.582	3.011
8638	OASL	2'-5'-oligoadenylate synthetase like	-4.703	43.145
51433	ANAPC5	anaphase promoting complex subunit 5	-0.545	3.845
84678	KDM2B	lysine demethylase 2B	-0.556	6.7
102465665	MIR7107	microRNA 7107	-0.951	3.051
338799	LINC01089	long intergenic non-protein coding RNA 1089	0.662	1.828
5715	PSMD9	proteasome 26S subunit, non-ATPase 9	-0.712	3.581
144406	CFAP251	cilia and flagella associated protein 251	-1.613	4.449
605	BCL7A	BAF chromatin remodeling complex subunit BCL7A	0.634	2.581
22877	MLXIP	MLX interacting protein	0.901	4.776
79369	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	-0.562	2.078
56616	DIABLO	diablo IAP-binding mitochondrial protein	-0.521	1.817
338442	HCAR2	hydroxycarboxylic acid receptor 2	-1.653	10.107
8843	HCAR3	hydroxycarboxylic acid receptor 3	-2.374	10.62
8562	DENR	density regulated re-initiation and release factor	-0.718	8.081
79720	VPS37B	VPS37B subunit of ESCRT-I	-0.503	2.838
353116	RILPL1	Rab interacting lysosomal protein like 1	0.505	3.336
10959	TMED2	transmembrane p24 trafficking protein 2	-0.527	1.723
2967	GTF2H3	general transcription factor IIH subunit 3	-0.588	5.633
79867	TCTN2	tectonic family member 2	0.573	4.585
196385	DNAH10	dynein axonemal heavy chain 10	0.804	1.846
144348	ZNF664	zinc finger protein 664	0.525	6.256
9612	NCOR2	nuclear receptor corepressor 2	0.557	2.29
105370047	LOC105370047	uncharacterized LOC105370047	0.897	1.311
949	SCARB1	scavenger receptor class B member 1	0.787	3.712
140707	BRI3BP	BRI3 binding protein	1.261	2.094
102659353	THRIL	TNF and HNRNPL related immunoregulatory long non-coding RNA	1.429	2.713
65985	AACS	acetoacetyl-CoA synthetase	1.077	2.692
114795	TMEM132B	transmembrane protein 132B	1.462	8.196
92293	TMEM132C	transmembrane protein 132C	1.32	7.319
144423	GLT1D1	glycosyltransferase 1 domain containing 1	-1.501	9.57
23504	RIMBP2	RIMS binding protein 2	0.873	3.253
5901	RAN	RAN, member RAS oncogene family	-1.392	7.584
283383	ADGRD1	adhesion G protein-coupled receptor D1	1.192	4.582
107984452	LOC107984452	uncharacterized LOC107984452	4.183	12.947
5827	PXMP2	peroxisomal membrane protein 2	1.069	3.288
192111	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase	-1.014	10.429
7637	ZNF84	zinc finger protein 84	0.637	4.785
7556	ZNF10	zinc finger protein 10	0.54	1.75
2706	GJB2	gap junction protein beta 2	-3.365	26.925
10804	GJB6	gap junction protein beta 6	-2.648	20.639
105370102	LOC105370102	uncharacterized LOC105370102	-1.665	3.009
51084	CRYL1	crystallin lambda 1	-0.7	1.742
53342	IL17D	interleukin 17D	0.663	2.327
221150	SKA3	spindle and kinetochore associated complex subunit 3	-1.814	17.881
78988	MRPL57	mitochondrial ribosomal protein L57	-0.579	1.85
6445	SGCG	sarcoglycan gamma	1.333	3.165
100506697	LINC00327	long intergenic non-protein coding RNA 327	1.367	5.728
105370114	LOC105370114		0.714	1.725
479	ATP12A	ATPase H+/K+ transporting non-gastric alpha2 subunit	-1.95	2.41
1024	CDK8	cyclin dependent kinase 8	-0.665	6.446
10810	WASF3	WASP family member 3	0.713	3.456
2835	GPR12	G protein-coupled receptor 12	1.835	5.334
2321	FLT1	fms related receptor tyrosine kinase 1	0.769	3.785
51371	POMP	proteasome maturation protein	-0.84	2.869
283537	SLC46A3	solute carrier family 46 member 3	1.452	4.056
6541	SLC7A1	solute carrier family 7 member 1	-1.215	6.637
100188949	LINC00426	long intergenic non-protein coding RNA 426	-0.824	1.575
241	ALOX5AP	arachidonate 5-lipoxygenase activating protein	-0.737	2.582
10808	HSPH1	heat shock protein family H (Hsp110) member 1	-1.041	4.381
196549	EEF1DP3	eukaryotic translation elongation factor 1 delta pseudogene 3	-2.067	6.198
116828	N4BP2L2-IT2	N4BPL2 intronic transcript 2	0.776	1.425
90627	STARD13	StAR related lipid transfer domain containing 13	0.514	5.71
5983	RFC3	replication factor C subunit 3	-0.618	7.854
26960	NBEA	neurobeachin	0.985	4.368
9201	DCLK1	doublecortin like kinase 1	0.591	2.616
400120	SERTM1	serine rich and transmembrane domain containing 1	1.956	4.737
4093	SMAD9	SMAD family member 9	1.001	6.095
29880	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase	-0.709	1.923
11340	EXOSC8	exosome component 8	-0.849	4.002
10631	POSTN	periostin	1.024	3.293
341640	FREM2	FRAS1 related extracellular matrix 2	1.467	3.279
2308	FOXO1	forkhead box O1	0.528	4.118
10166	SLC25A15	solute carrier family 25 member 15	-0.555	2.719
693206	MIR621	microRNA 621	-0.714	2.498
105370174	LOC105370174	uncharacterized LOC105370174	0.527	1.641
23078	VWA8	von Willebrand factor A domain containing 8	0.562	2.279
100847026	MIR5006	microRNA 5006	0.585	1.365
94240	EPSTI1	epithelial stromal interaction 1	-2.593	17.985
387923	SERP2	stress associated endoplasmic reticulum protein family member 2	0.518	1.542
400128	TUSC8	tumor suppressor candidate 8	1.317	1.462
386618	KCTD4	potassium channel tetramerization domain containing 4	-1.855	4.762
7178	TPT1	tumor protein, translationally-controlled 1	-0.724	1.582
677814	SNORA31	small nucleolar RNA, H/ACA box 31	-1.911	8.933
100509894	CPB2-AS1	CPB2 antisense RNA 1	1.971	4.233
3936	LCP1	lymphocyte cytosolic protein 1	-0.691	3.03
80183	RUBCNL	rubicon like autophagy enhancer	-0.797	3.247
55270	NUDT15	nudix hydrolase 15	-1.044	5.995
5925	RB1	RB transcriptional corepressor 1	-0.642	5.344
10161	LPAR6	lysophosphatidic acid receptor 6	-0.627	3.71
81617	CAB39L	calcium binding protein 39 like	0.756	3.467
51131	PHF11	PHD finger protein 11	-0.627	4.191
115761	ARL11	ADP ribosylation factor like GTPase 11	-1.379	11.746
84650	EBPL	EBP like	-0.69	4.244
3839	KPNA3	karyopherin subunit alpha 3	-0.56	3.49
8847	DLEU2	deleted in lymphocytic leukemia 2	-0.555	4.531
10301	DLEU1	deleted in lymphocytic leukemia 1	-0.522	1.35
79758	DHRS12	dehydrogenase/reductase 12	0.518	2.466
26586	CKAP2	cytoskeleton associated protein 2	-0.789	5.314
81624	DIAPH3	diaphanous related formin 3	-1.318	11.891
64881	PCDH20	protocadherin 20	1.189	4.615
5101	PCDH9	protocadherin 9	0.886	2.463
1602	DACH1	dachshund family transcription factor 1	1.11	2.692
440145	MZT1	mitotic spindle organizing protein 1	-0.609	1.801
79866	BORA	BORA aurora kinase A activator	-0.703	4.273
100874156	LINC00393	long intergenic non-protein coding RNA 393	1.053	1.896
105370256	LOC105370256	uncharacterized LOC105370256	0.671	2.414
7347	UCHL3	ubiquitin C-terminal hydrolase L3	-1.09	6.125
101927155	LMO7-AS1	LMO7 antisense RNA 1	-1.122	6.497
4008	LMO7	LIM domain 7	-0.649	4.174
8796	SCEL	sciellin	1.071	4.931
104355296	SCEL-AS1	SCEL antisense RNA 1	1.181	3.57
122060	SLAIN1	SLAIN motif family member 1	0.861	4.056
100505538	RBM26-AS1	RBM26 antisense RNA 1	0.628	1.68
10253	SPRY2	sprouty RTK signaling antagonist 2	0.688	5.558
84189	SLITRK6	SLIT and NTRK like family member 6	0.93	4.603
26050	SLITRK5	SLIT and NTRK like family member 5	1.641	4.73
10082	GPC6	glypican 6	1.35	8.011
1638	DCT	dopachrome tautomerase	0.544	1.773
23483	TGDS	TDP-glucose 4,6-dehydratase	-0.586	2.567
22873	DZIP1	DAZ interacting zinc finger protein 1	0.607	2.73
266722	HS6ST3	heparan sulfate 6-O-sulfotransferase 3	2.708	11.485
27199	OXGR1	oxoglutarate receptor 1	1.176	2.2
2841	GPR18	G protein-coupled receptor 18	-0.971	3.713
1880	GPR183	G protein-coupled receptor 183	-1.298	8.892
105370333	PCCA-DT	PCCA divergent transcript	-1.809	10.904
259232	NALCN	sodium leak channel, non-selective	1.347	3.052
9358	ITGBL1	integrin subunit beta like 1	0.519	1.569
105370337	LOC105370337	uncharacterized LOC105370337	-0.795	1.754
93081	TEX30	testis expressed 30	-0.625	1.558
112268109	LOC112268109		0.941	3.323
1948	EFNB2	ephrin B2	1.145	5.792
3981	LIG4	DNA ligase 4	-0.526	4.499
10673	TNFSF13B	TNF superfamily member 13b	-1.049	5.615
8660	IRS2	insulin receptor substrate 2	0.703	4.797
1282	COL4A1	collagen type IV alpha 1 chain	-0.566	1.333
23263	MCF2L	MCF.2 cell line derived transforming sequence like	0.829	3.353
100289410	MCF2L-AS1	MCF2L antisense RNA 1	0.621	1.321
102724474	LOC102724474	WAS/WASL-interacting protein family member 2-like	-1.04	2.49
107984583	LOC107984583		1.253	2.397
113622	ADPRHL1	ADP-ribosylhydrolase like 1	0.544	1.344
7027	TFDP1	transcription factor Dp-1	-0.723	9.103
100506394	GAS6-DT	GAS6 divergent transcript	0.513	2.397
55644	OSGEP	O-sialoglycoprotein endopeptidase	-0.626	2.808
4860	PNP	purine nucleoside phosphorylase	-2.327	17.735
283	ANG	angiogenin	0.787	4.334
6038	RNASE4	ribonuclease A family member 4	0.772	3.199
29986	SLC39A2	solute carrier family 39 member 2	-0.99	3.159
84659	RNASE7	ribonuclease A family member 7	-2.057	5.991
55701	ARHGEF40	Rho guanine nucleotide exchange factor 40	0.735	5.019
283624	LINC00641	long intergenic non-protein coding RNA 641	0.906	4.707
3183	HNRNPC	heterogeneous nuclear ribonucleoprotein C	-0.796	5.718
57096	RPGRIP1	RPGR interacting protein 1	0.783	2.033
6297	SALL2	spalt like transcription factor 2	0.912	7.81
28664	TRAV19	T cell receptor alpha variable 19	-1.582	3.764
28526	TRDC	T cell receptor delta constant	-0.648	1.537
28755	TRAC	T cell receptor alpha constant	-1.005	5.547
9056	SLC7A7	solute carrier family 7 member 7	-0.572	2.376
122704	MRPL52	mitochondrial ribosomal protein L52	-0.984	4.58
100505758	PRMT5-AS1	PRMT5 antisense RNA 1	-0.683	7.325
10419	PRMT5	protein arginine methyltransferase 5	-0.594	5.353
107984660	AJUBA-DT	AJUBA divergent transcript	0.621	3.095
60686	C14orf93	chromosome 14 open reading frame 93	0.533	4.928
5693	PSMB5	proteasome 20S subunit beta 5	-0.676	2.902
55017	C14orf119	chromosome 14 open reading frame 119	-0.926	4.365
51310	SLC22A17	solute carrier family 22 member 17	1.193	10.198
116173	CMTM5	CKLF like MARVEL transmembrane domain containing 5	0.854	2.172
85446	ZFHX2	zinc finger homeobox 2	0.514	2.12
90668	CARMIL3	capping protein regulator and myosin 1 linker 3	-0.826	1.807
5720	PSME1	proteasome activator subunit 1	-1.061	5.945
51016	EMC9	ER membrane protein complex subunit 9	-0.591	2.692
5721	PSME2	proteasome activator subunit 2	-1.392	14.623
102465801	MIR7703	microRNA 7703	-1.492	12.929
10379	IRF9	interferon regulatory factor 9	-1.198	18.664
9985	REC8	REC8 meiotic recombination protein	-0.664	2.396
283629	TSSK4	testis specific serine kinase 4	0.613	1.392
100528064	NEDD8-MDP1	NEDD8-MDP1 readthrough	-0.572	1.444
4738	NEDD8	NEDD8 ubiquitin like modifier	-0.571	1.465
26277	TINF2	TERF1 interacting nuclear factor 2	-0.539	2.364
7051	TGM1	transglutaminase 1	-2.733	18.548
5875	RABGGTA	Rab geranylgeranyltransferase subunit alpha	-0.536	2.667
56413	LTB4R2	leukotriene B4 receptor 2	-1.155	8.919
1241	LTB4R	leukotriene B4 receptor	-1.085	6.533
57523	NYNRIN	NYN domain and retroviral integrase containing	0.773	3.907
2999	GZMH	granzyme H	-1.682	4.015
3002	GZMB	granzyme B	-4.198	23.883
29091	STXBP6	syntaxin binding protein 6	0.697	2.345
4857	NOVA1	NOVA alternative splicing regulator 1	0.686	1.586
5587	PRKD1	protein kinase D1	0.795	6.32
1690	COCH	cochlin	1.622	1.86
100506071	LOC100506071	uncharacterized LOC100506071	1.62	1.853
29966	STRN3	striatin 3	-0.627	8.895
112487	DTD2	D-aminoacyl-tRNA deacylase 2	-0.812	3.592
64067	NPAS3	neuronal PAS domain protein 3	0.631	1.736
112399	EGLN3	egl-9 family hypoxia inducible factor 3	-0.55	1.693
102724945	LOC102724945	uncharacterized LOC102724945	0.66	1.809
171546	SPTSSA	serine palmitoyltransferase small subunit A	-1.335	10.172
58533	SNX6	sorting nexin 6	-0.617	2.796
11177	BAZ1A	bromodomain adjacent to zinc finger domain 1A	-0.57	4.721
55012	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma	-0.574	2.311
5687	PSMA6	proteasome 20S subunit alpha 6	-1.07	4.229
4792	NFKBIA	NFKB inhibitor alpha	-0.647	6.422
84312	BRMS1L	BRMS1 like transcriptional repressor	-0.7	4.083
145282	MIPOL1	mirror-image polydactyly 1	0.645	7.95
3169	FOXA1	forkhead box A1	1.38	2.489
6751	SSTR1	somatostatin receptor 1	1.076	3.1
105370459	LOC105370459	uncharacterized LOC105370459	-0.67	2.043
8487	GEMIN2	gem nuclear organelle associated protein 2	-0.698	2.24
100288846	MIA2-AS1	MIA2 antisense RNA 1	-0.726	2.395
145581	LRFN5	leucine rich repeat and fibronectin type III domain containing 5	0.908	1.665
2287	FKBP3	FKBP prolyl isomerase 3	-0.523	2.791
107987206	LOC107987206	replaced by ID 6029	-0.941	4.186
6029	RN7SL1	RNA component of signal recognition particle 7SL1	-0.942	4.197
122769	LRR1	leucine rich repeat protein 1	-1.23	6.045
55172	DNAAF2	dynein axonemal assembly factor 2	-0.81	3.373
